customer_id,age,has_partner,dependents,tenure_months,contract_type,payment_method,paperless_billing,internet_service,online_security,tech_support,streaming_tv,monthly_charges,total_charges,days_since_last_login,login_frequency,usage_drop_rate,support_tickets,satisfaction_score,churn
CUST_005432,44,No,No,16,One year,Credit card,No,Fiber optic,Yes,No,Yes,60.83,1016.67,14,16,-26.6,6,3.0,0
CUST_005433,58,Yes,Yes,1,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,No internet service,86.46,89.87,7,16,10.7,0,1.0,0
CUST_005434,71,No,No,37,Month-to-month,Credit card,No,Fiber optic,Yes,Yes,Yes,26.36,941.69,1,16,-34.8,3,3.0,0
CUST_005435,37,No,No,19,Month-to-month,Electronic check,No,DSL,No,Yes,Yes,93.14,1749.11,4,13,-24.4,4,2.0,1
CUST_005436,61,Yes,No,30,One year,Electronic check,No,Fiber optic,Yes,Yes,Yes,36.43,1058.62,1,11,21.1,10,4.0,0
CUST_005437,36,No,No,3,Month-to-month,Mailed check,Yes,Fiber optic,Yes,No,No,41.3,127.15,16,10,-26.5,2,,1
CUST_005438,37,Yes,No,30,Two year,Mailed check,No,DSL,No,No,Yes,79.09,2310.5,27,18,-37.0,0,3.0,0
CUST_005439,52,No,No,12,One year,Credit card,Yes,No,No internet service,No internet service,No internet service,62.6,719.8,26,23,-12.7,1,5.0,0
CUST_005440,64,No,No,38,Two year,Electronic check,Yes,Fiber optic,Yes,Yes,Yes,67.02,2641.24,4,21,-20.8,9,1.0,0
CUST_005441,19,Yes,Yes,21,Month-to-month,Electronic check,No,Fiber optic,Yes,No,Yes,76.22,1638.31,3,18,28.2,0,4.0,0
CUST_005442,47,Yes,No,10,Month-to-month,Bank transfer,No,Fiber optic,No,Yes,Yes,26.53,272.77,8,18,21.6,5,4.0,1
CUST_005443,70,Yes,No,5,Month-to-month,Electronic check,No,Fiber optic,No,No,Yes,68.15,350.16,3,14,-19.8,2,3.0,1
CUST_005444,51,Yes,No,40,One year,Electronic check,Yes,Fiber optic,No,No,Yes,64.48,2580.41,2,14,25.7,0,3.0,0
CUST_005445,39,No,No,19,One year,Electronic check,Yes,DSL,No,Yes,No,42.04,814.48,3,11,-33.0,0,1.0,0
CUST_005446,20,Yes,Yes,72,Two year,Electronic check,No,No,No internet service,No internet service,No internet service,83.02,6075.69,7,10,-12.3,3,4.0,0
CUST_005447,23,Yes,No,11,Month-to-month,Mailed check,No,Fiber optic,No,Yes,Yes,44.67,514.39,8,11,3.3,2,1.0,0
CUST_005448,32,Yes,Yes,27,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,98.01,2518.18,14,12,9.6,0,5.0,0
CUST_005449,44,No,No,23,Month-to-month,Credit card,No,No,No internet service,No internet service,No internet service,74.19,1724.49,41,22,-0.9,0,2.0,0
CUST_005450,27,Yes,No,24,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,Yes,Yes,66.39,1523.86,30,8,-16.6,3,2.0,1
CUST_005451,26,No,No,32,One year,Mailed check,Yes,DSL,No,No,Yes,18.5,612.83,6,11,12.9,0,3.0,0
CUST_005452,50,No,No,3,Month-to-month,Mailed check,No,Fiber optic,No,No,No,71.3,207.88,3,15,-17.3,3,5.0,1
CUST_005453,49,No,No,19,Two year,Credit card,Yes,Fiber optic,No,Yes,No,27.81,517.37,40,25,40.5,0,3.0,0
CUST_005454,65,No,No,17,One year,Bank transfer,No,Fiber optic,No,No,No,80.06,1315.97,13,14,-51.4,0,4.0,0
CUST_005455,23,Yes,Yes,10,One year,Electronic check,Yes,Fiber optic,Yes,No,No,77.15,777.96,11,17,-34.8,1,3.0,0
CUST_005456,58,Yes,Yes,13,Month-to-month,Credit card,Yes,DSL,Yes,Yes,Yes,74.24,998.83,9,16,73.9,2,2.0,1
CUST_005457,53,No,No,17,Two year,Credit card,Yes,No,No internet service,No internet service,No internet service,95.37,1596.96,5,14,-26.4,10,5.0,0
CUST_005458,19,No,No,9,Month-to-month,Electronic check,No,No,No internet service,No internet service,No internet service,48.56,416.89,11,15,-5.4,0,5.0,0
CUST_005459,46,No,No,8,Month-to-month,Mailed check,Yes,DSL,No,Yes,Yes,57.02,449.28,7,11,-11.5,5,2.0,1
CUST_005460,21,Yes,Yes,32,Month-to-month,Bank transfer,No,Fiber optic,Yes,Yes,No,94.06,3126.11,9,14,-1.6,1,2.0,0
CUST_005461,18,Yes,No,1,One year,Electronic check,Yes,Fiber optic,Yes,Yes,No,68.01,68.86,9,17,-59.4,4,3.0,0
CUST_005462,36,No,No,9,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,No internet service,72.13,650.84,1,17,-4.6,1,3.0,0
CUST_005463,43,Yes,No,25,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,No internet service,120.81,2912.99,5,16,-24.4,0,4.0,0
CUST_005464,42,Yes,No,5,Month-to-month,Credit card,Yes,DSL,Yes,Yes,No,43.09,216.79,3,19,16.8,3,1.0,1
CUST_005465,27,Yes,No,20,Month-to-month,Credit card,Yes,Fiber optic,Yes,No,No,33.36,655.97,26,14,-12.5,6,4.0,1
CUST_005466,70,No,No,8,Month-to-month,Electronic check,Yes,DSL,No,Yes,No,64.71,535.58,11,14,1.0,3,1.0,1
CUST_005467,32,Yes,No,44,Two year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,123.9,5426.38,7,10,-5.1,0,2.0,0
CUST_005468,39,Yes,No,10,Month-to-month,Credit card,Yes,DSL,No,No,No,26.44,263.58,13,14,-7.9,1,4.0,0
CUST_005469,68,No,No,6,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,No internet service,43.0,267.16,3,18,15.5,4,5.0,0
CUST_005470,65,Yes,No,18,Month-to-month,Bank transfer,Yes,Fiber optic,No,No,No,123.83,2247.92,5,17,-5.7,2,3.0,1
CUST_005471,38,No,No,3,Month-to-month,Electronic check,No,No,No internet service,No internet service,No internet service,82.06,235.87,4,8,-17.4,0,2.0,1
CUST_005472,73,No,No,38,Month-to-month,Credit card,No,DSL,No,Yes,No,83.23,3050.17,12,13,33.9,0,1.0,0
CUST_005473,39,Yes,No,27,One year,Bank transfer,Yes,DSL,Yes,No,Yes,39.92,1114.3,9,13,-11.4,4,3.0,0
CUST_005474,53,No,No,35,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,No,18.5,661.01,9,17,38.0,0,2.0,0
CUST_005475,51,No,No,12,One year,Credit card,No,Fiber optic,Yes,No,Yes,35.56,431.08,41,11,-73.1,3,2.0,0
CUST_005476,47,Yes,No,43,Month-to-month,Credit card,No,DSL,No,Yes,No,62.45,2800.99,3,18,57.2,1,4.0,0
CUST_005477,42,Yes,No,16,One year,Bank transfer,No,Fiber optic,Yes,Yes,No,44.92,738.41,3,17,-7.3,4,3.0,0
CUST_005478,62,No,No,2,Month-to-month,Credit card,No,Fiber optic,No,Yes,Yes,78.99,162.36,11,18,8.3,2,2.0,1
CUST_005479,45,Yes,Yes,6,Month-to-month,Bank transfer,Yes,DSL,No,No,No,70.32,437.45,9,14,1.0,0,2.0,1
CUST_005480,18,No,No,29,One year,Mailed check,Yes,Fiber optic,No,No,Yes,51.75,1513.93,8,19,-29.0,0,1.0,0
CUST_005481,66,No,No,54,One year,Mailed check,Yes,Fiber optic,Yes,No,Yes,36.37,2013.52,8,18,-13.8,1,4.0,0
CUST_005482,62,Yes,Yes,2,Month-to-month,Credit card,Yes,Fiber optic,Yes,No,Yes,46.92,89.6,12,17,8.1,4,4.0,1
CUST_005483,21,No,No,47,Two year,Mailed check,Yes,DSL,No,Yes,Yes,49.16,2355.16,19,12,-15.1,2,4.0,0
CUST_005484,24,Yes,No,38,Month-to-month,Mailed check,No,Fiber optic,No,No,Yes,18.5,729.01,6,22,-43.7,4,3.0,0
CUST_005485,66,No,No,10,Month-to-month,Electronic check,No,DSL,No,No,Yes,66.08,689.41,9,10,45.9,3,5.0,1
CUST_005486,26,Yes,Yes,28,Month-to-month,Electronic check,No,Fiber optic,No,No,Yes,31.92,861.31,16,16,4.2,0,,0
CUST_005487,53,No,No,4,Month-to-month,Mailed check,Yes,Fiber optic,No,No,Yes,106.81,448.55,7,15,48.3,0,3.0,1
CUST_005488,36,No,No,40,Month-to-month,Credit card,No,Fiber optic,No,Yes,Yes,93.01,3770.98,4,10,27.5,6,3.0,1
CUST_005489,18,No,No,25,Month-to-month,Mailed check,No,Fiber optic,No,Yes,No,22.2,542.32,3,13,9.8,4,3.0,0
CUST_005490,27,No,No,13,Month-to-month,Bank transfer,No,Fiber optic,No,No,Yes,66.65,847.82,1,21,42.1,3,3.0,1
CUST_005491,53,No,No,47,One year,Bank transfer,No,DSL,Yes,No,Yes,48.82,2345.53,15,16,4.8,0,2.0,0
CUST_005492,26,Yes,Yes,3,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,No internet service,86.61,254.35,4,18,5.1,0,3.0,0
CUST_005493,62,No,No,44,Two year,Credit card,Yes,No,No internet service,No internet service,No internet service,71.88,3136.43,10,11,-32.2,1,4.0,0
CUST_005494,63,No,No,1,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,88.53,91.71,13,19,1.5,0,2.0,0
CUST_005495,59,No,No,33,One year,Electronic check,Yes,Fiber optic,No,No,Yes,19.04,,16,14,-9.5,0,5.0,0
CUST_005496,49,No,No,20,Month-to-month,Credit card,No,DSL,No,No,No,68.68,1431.88,1,14,21.7,5,2.0,1
CUST_005497,49,Yes,No,28,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,No,Yes,87.41,2486.25,4,10,16.0,1,3.0,0
CUST_005498,23,Yes,No,12,Two year,Credit card,Yes,Fiber optic,No,No,Yes,55.89,648.22,4,16,-48.0,0,3.0,0
CUST_005499,65,Yes,Yes,47,One year,Credit card,No,Fiber optic,Yes,No,Yes,87.59,4012.39,8,15,-13.3,7,1.0,0
CUST_005500,55,No,No,9,Month-to-month,Mailed check,No,Fiber optic,No,Yes,No,69.49,617.77,8,23,-1.4,0,4.0,0
CUST_005501,34,Yes,Yes,7,Month-to-month,Bank transfer,No,No,No internet service,No internet service,No internet service,59.38,432.39,4,16,33.9,5,3.0,1
CUST_005502,27,No,No,8,Month-to-month,Credit card,No,DSL,No,No,Yes,91.17,734.12,3,16,-2.8,1,4.0,0
CUST_005503,67,Yes,Yes,35,Two year,Mailed check,No,DSL,Yes,Yes,Yes,52.09,1740.27,22,15,-46.7,0,2.0,0
CUST_005504,44,Yes,Yes,16,One year,Electronic check,No,Fiber optic,Yes,No,No,94.23,1534.24,9,22,-22.7,0,4.0,0
CUST_005505,71,Yes,Yes,18,Month-to-month,Mailed check,No,Fiber optic,No,Yes,No,57.53,1004.39,2,24,11.2,0,2.0,0
CUST_005506,67,Yes,Yes,42,Two year,Mailed check,No,Fiber optic,No,Yes,No,86.11,3483.27,8,13,-18.8,0,5.0,0
CUST_005507,52,No,No,43,One year,Credit card,No,No,No internet service,No internet service,No internet service,31.4,1331.58,21,12,-17.7,0,1.0,0
CUST_005508,69,Yes,Yes,4,Month-to-month,Electronic check,Yes,Fiber optic,Yes,No,No,91.87,379.15,5,17,-19.9,0,2.0,1
CUST_005509,38,Yes,No,19,Month-to-month,Credit card,No,Fiber optic,Yes,Yes,No,39.9,795.28,3,11,-6.6,1,3.0,0
CUST_005510,42,Yes,Yes,3,Month-to-month,Bank transfer,No,DSL,No,Yes,Yes,79.63,249.65,18,15,10.8,3,3.0,1
CUST_005511,45,No,No,48,Month-to-month,Bank transfer,Yes,DSL,Yes,Yes,No,69.31,3194.61,1,18,8.2,3,3.0,0
CUST_005512,64,No,No,43,Two year,Credit card,No,No,No internet service,No internet service,No internet service,43.55,1869.0,11,14,-18.5,4,5.0,0
CUST_005513,32,Yes,No,45,Month-to-month,Electronic check,Yes,DSL,No,No,Yes,56.91,2522.64,15,14,5.3,2,3.0,0
CUST_005514,21,No,No,29,One year,Electronic check,Yes,Fiber optic,Yes,No,No,53.71,1500.49,8,13,-20.3,1,2.0,0
CUST_005515,46,Yes,Yes,15,Month-to-month,Electronic check,No,Fiber optic,Yes,No,No,103.08,1497.64,1,21,-16.7,0,,0
CUST_005516,26,Yes,Yes,12,Month-to-month,Electronic check,Yes,Fiber optic,Yes,No,Yes,92.49,1113.94,22,15,-11.1,0,4.0,0
CUST_005517,44,No,No,12,Two year,Bank transfer,Yes,Fiber optic,No,Yes,No,52.42,612.83,15,21,22.2,3,5.0,0
CUST_005518,43,Yes,No,1,Month-to-month,Electronic check,No,Fiber optic,No,No,Yes,93.69,91.34,1,14,-2.9,0,4.0,0
CUST_005519,36,No,No,71,Month-to-month,Credit card,Yes,DSL,No,No,Yes,68.08,4887.79,8,15,-30.1,2,5.0,0
CUST_005520,73,Yes,Yes,14,Two year,Credit card,Yes,Fiber optic,No,No,Yes,43.75,591.89,5,9,-54.5,4,,0
CUST_005521,45,No,No,63,One year,Mailed check,Yes,No,No internet service,No internet service,No internet service,92.27,5749.91,35,15,-28.9,3,3.0,0
CUST_005522,34,Yes,Yes,50,Month-to-month,Electronic check,No,DSL,Yes,No,Yes,53.59,2606.15,8,10,-15.1,0,5.0,0
CUST_005523,60,No,No,42,One year,Mailed check,Yes,DSL,Yes,Yes,Yes,78.61,3268.69,2,12,28.4,0,2.0,0
CUST_005524,74,No,No,21,One year,Credit card,Yes,Fiber optic,Yes,No,No,18.5,379.95,1,22,-9.0,0,5.0,0
CUST_005525,58,Yes,Yes,2,Month-to-month,Bank transfer,Yes,Fiber optic,No,No,Yes,66.14,134.09,10,13,-14.7,1,2.0,1
CUST_005526,59,No,No,9,One year,Electronic check,Yes,No,No internet service,No internet service,No internet service,80.94,709.88,4,23,-9.8,2,4.0,0
CUST_005527,67,Yes,Yes,22,Month-to-month,Electronic check,No,DSL,Yes,Yes,Yes,80.99,1733.98,5,23,-12.0,6,3.0,0
CUST_005528,37,No,No,1,Month-to-month,Electronic check,No,Fiber optic,No,Yes,No,83.05,79.74,23,20,-53.5,0,5.0,0
CUST_005529,62,Yes,No,1,Month-to-month,Electronic check,No,Fiber optic,No,No,Yes,71.56,68.84,4,17,-9.2,2,4.0,0
CUST_005530,57,Yes,Yes,27,Month-to-month,Bank transfer,No,DSL,No,No,No,23.6,657.73,10,16,15.6,0,3.0,0
CUST_005531,56,No,No,52,One year,Credit card,No,Fiber optic,No,Yes,Yes,54.34,2894.17,9,20,-9.2,2,5.0,0
CUST_005532,66,Yes,No,46,Two year,Electronic check,Yes,Fiber optic,Yes,Yes,No,51.05,2261.67,5,15,10.5,6,5.0,0
CUST_005533,70,No,No,4,Month-to-month,Electronic check,Yes,Fiber optic,No,No,No,56.59,231.8,11,17,12.3,1,3.0,1
CUST_005534,40,Yes,Yes,58,One year,Credit card,Yes,Fiber optic,Yes,No,Yes,75.74,4372.94,13,13,-6.9,6,3.0,0
CUST_005535,64,Yes,Yes,28,Two year,Credit card,Yes,DSL,No,Yes,No,92.7,2550.45,4,18,19.7,5,3.0,0
CUST_005536,49,No,No,30,Month-to-month,Bank transfer,No,Fiber optic,No,Yes,No,55.66,1667.55,4,15,31.3,0,4.0,0
CUST_005537,69,No,No,8,Month-to-month,Credit card,Yes,DSL,No,No,No,82.42,639.1,5,24,5.8,4,1.0,1
CUST_005538,64,Yes,Yes,30,Month-to-month,Mailed check,No,Fiber optic,No,Yes,No,87.99,2563.51,5,12,-3.1,1,4.0,0
CUST_005539,50,Yes,No,29,Month-to-month,Credit card,No,DSL,Yes,No,No,58.69,1706.07,4,15,-3.5,0,3.0,0
CUST_005540,74,Yes,No,21,Month-to-month,Credit card,No,No,No internet service,No internet service,No internet service,18.5,397.24,44,14,-6.8,1,3.0,0
CUST_005541,63,Yes,No,10,Month-to-month,Credit card,Yes,Fiber optic,No,No,No,81.75,841.17,6,16,-20.7,1,3.0,1
CUST_005542,22,Yes,No,39,One year,Electronic check,No,DSL,No,No,Yes,63.91,2605.2,1,17,14.3,0,3.0,0
CUST_005543,60,Yes,No,66,One year,Bank transfer,Yes,Fiber optic,No,No,Yes,31.46,2038.01,14,16,31.8,0,4.0,0
CUST_005544,65,No,No,48,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,96.27,4575.72,4,13,-19.8,2,4.0,0
CUST_005545,51,No,No,6,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,Yes,No,90.22,558.14,7,9,26.9,1,3.0,1
CUST_005546,57,Yes,Yes,14,One year,Electronic check,Yes,DSL,Yes,Yes,Yes,65.8,915.64,15,19,-6.9,1,4.0,0
CUST_005547,28,Yes,No,10,Month-to-month,Bank transfer,Yes,Fiber optic,No,Yes,No,83.55,866.36,8,21,10.5,3,4.0,1
CUST_005548,67,Yes,No,29,Month-to-month,Electronic check,No,Fiber optic,Yes,No,No,102.63,2955.52,15,15,1.7,1,2.0,0
CUST_005549,20,No,No,42,One year,Bank transfer,No,Fiber optic,No,No,No,78.35,3186.71,34,17,33.7,2,5.0,0
CUST_005550,50,No,No,5,Month-to-month,Bank transfer,Yes,DSL,No,No,No,125.0,603.62,1,12,22.5,2,4.0,1
CUST_005551,28,No,No,70,One year,Electronic check,Yes,Fiber optic,Yes,Yes,No,89.27,6429.08,2,21,12.3,0,4.0,0
CUST_005552,33,No,No,27,One year,Credit card,Yes,Fiber optic,No,No,No,62.1,1683.53,6,17,18.0,2,2.0,0
CUST_005553,35,No,No,5,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,Yes,81.93,413.52,2,17,11.3,7,4.0,1
CUST_005554,47,Yes,No,11,Month-to-month,Electronic check,No,Fiber optic,No,No,No,74.41,825.68,11,21,33.6,2,5.0,1
CUST_005555,65,Yes,No,2,One year,Mailed check,Yes,Fiber optic,Yes,Yes,Yes,87.97,176.63,42,13,-4.7,4,4.0,0
CUST_005556,72,No,No,21,Two year,Bank transfer,No,Fiber optic,No,Yes,No,57.42,1149.01,16,15,-38.7,4,3.0,0
CUST_005557,27,Yes,No,4,Month-to-month,Electronic check,No,Fiber optic,Yes,Yes,Yes,18.5,73.16,16,15,-1.1,1,3.0,0
CUST_005558,35,No,No,28,Two year,Electronic check,Yes,No,No internet service,No internet service,No internet service,85.01,2395.01,4,13,13.7,0,1.0,0
CUST_005559,55,No,No,32,Month-to-month,Mailed check,Yes,Fiber optic,Yes,No,No,70.33,2342.66,11,22,8.6,2,3.0,0
CUST_005560,36,No,No,15,Two year,Credit card,Yes,Fiber optic,Yes,Yes,Yes,85.1,1246.93,12,22,18.4,0,4.0,0
CUST_005561,53,Yes,Yes,2,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,46.09,88.85,29,9,0.7,0,1.0,1
CUST_005562,30,No,No,22,One year,Electronic check,Yes,Fiber optic,Yes,Yes,Yes,85.5,1889.22,14,29,-21.9,0,5.0,0
CUST_005563,73,No,No,11,Month-to-month,Bank transfer,No,Fiber optic,Yes,Yes,No,51.52,555.9,15,19,-2.8,0,3.0,0
CUST_005564,63,No,No,71,Month-to-month,Bank transfer,Yes,Fiber optic,No,No,Yes,61.89,4476.28,2,20,-13.4,1,4.0,0
CUST_005565,20,No,No,17,Month-to-month,Electronic check,Yes,Fiber optic,Yes,No,Yes,184.27499999999998,1263.54,14,18,41.2,3,2.0,1
CUST_005566,27,No,No,1,Month-to-month,Electronic check,Yes,DSL,Yes,Yes,Yes,43.29,43.72,26,14,5.7,0,,0
CUST_005567,55,Yes,Yes,24,Month-to-month,Mailed check,Yes,Fiber optic,Yes,No,No,54.31,1312.82,4,15,53.6,0,4.0,0
CUST_005568,18,Yes,Yes,36,One year,Bank transfer,No,DSL,No,No,No,29.77,1122.39,1,18,42.9,0,4.0,0
CUST_005569,72,Yes,Yes,4,Month-to-month,Electronic check,No,Fiber optic,No,No,Yes,101.0,408.77,5,14,22.2,1,4.0,1
CUST_005570,73,Yes,No,14,Month-to-month,Mailed check,Yes,DSL,No,No,No,53.2,746.74,5,13,30.9,3,1.0,1
CUST_005571,44,No,No,32,One year,Electronic check,No,No,No internet service,No internet service,No internet service,111.05,3384.81,2,20,-5.4,2,5.0,0
CUST_005572,63,No,No,1,Month-to-month,Bank transfer,Yes,DSL,No,No,No,82.4,79.28,6,11,-18.6,3,1.0,1
CUST_005573,25,Yes,No,1,Month-to-month,Mailed check,Yes,Fiber optic,Yes,Yes,No,71.66,74.25,21,19,15.8,0,4.0,0
CUST_005574,68,Yes,Yes,27,One year,Credit card,Yes,Fiber optic,No,No,No,41.39,1168.5,27,14,9.5,3,2.0,0
CUST_005575,63,Yes,Yes,30,One year,Bank transfer,Yes,Fiber optic,No,Yes,Yes,80.96,2316.43,22,10,20.4,1,4.0,0
CUST_005576,59,No,No,44,One year,Bank transfer,No,Fiber optic,No,No,Yes,122.06,5160.38,35,21,54.5,8,2.0,1
CUST_005577,34,Yes,Yes,12,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,No internet service,70.33,874.67,32,19,4.9,0,4.0,0
CUST_005578,26,Yes,Yes,11,Month-to-month,Bank transfer,Yes,Fiber optic,No,No,Yes,57.17,610.84,3,17,-20.3,4,3.0,1
CUST_005579,23,Yes,Yes,19,Month-to-month,Electronic check,Yes,DSL,No,Yes,Yes,114.77,2085.22,1,11,-7.2,4,4.0,1
CUST_005580,60,Yes,No,33,Two year,Credit card,No,Fiber optic,No,No,No,117.63,4022.65,3,11,7.6,0,5.0,0
CUST_005581,42,No,No,24,Two year,Credit card,Yes,Fiber optic,Yes,No,Yes,53.85,1328.02,8,22,28.8,0,3.0,0
CUST_005582,56,Yes,No,9,Month-to-month,Bank transfer,No,No,No internet service,No internet service,No internet service,80.18,730.6,23,14,4.9,2,4.0,1
CUST_005583,66,Yes,No,10,One year,Electronic check,Yes,Fiber optic,Yes,Yes,Yes,107.79,1033.44,9,16,-10.6,0,4.0,0
CUST_005584,45,Yes,Yes,34,Month-to-month,Bank transfer,Yes,Fiber optic,No,No,No,66.2,2280.35,28,25,24.9,1,,0
CUST_005585,50,No,No,18,Month-to-month,Mailed check,No,Fiber optic,Yes,No,Yes,76.22,1331.06,1,21,-7.6,2,3.0,0
CUST_005586,71,No,No,2,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,73.19,150.58,33,24,67.5,0,5.0,1
CUST_005587,54,Yes,No,3,Month-to-month,Credit card,No,Fiber optic,No,No,No,55.24,168.51,26,10,1.7,10,2.0,1
CUST_005588,26,Yes,No,45,Two year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,23.1,1062.41,14,19,-25.0,0,1.0,0
CUST_005589,35,No,No,72,Two year,Credit card,Yes,Fiber optic,Yes,No,No,68.23,4883.25,3,9,28.6,0,,0
CUST_005590,73,Yes,Yes,9,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,86.33,767.75,34,23,2.8,0,3.0,0
CUST_005591,38,No,No,11,Month-to-month,Mailed check,No,DSL,No,No,Yes,69.96,752.84,3,14,-28.8,4,,0
CUST_005592,19,Yes,Yes,4,One year,Mailed check,No,Fiber optic,No,Yes,No,62.75,262.23,35,13,7.0,0,5.0,0
CUST_005593,60,Yes,Yes,6,Month-to-month,Electronic check,No,Fiber optic,Yes,No,No,87.57,504.96,33,13,1.5,1,3.0,1
CUST_005594,55,No,No,13,Month-to-month,Bank transfer,No,DSL,No,Yes,No,71.02,915.51,20,14,14.3,0,5.0,0
CUST_005595,57,No,No,8,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,No internet service,103.76,854.4,27,22,31.7,0,3.0,1
CUST_005596,53,No,No,29,Two year,Bank transfer,Yes,Fiber optic,No,Yes,Yes,35.54,1041.44,10,16,5.5,0,3.0,0
CUST_005597,67,Yes,No,18,Month-to-month,Mailed check,Yes,DSL,No,Yes,No,109.91,2060.27,15,17,18.6,0,3.0,0
CUST_005598,60,Yes,No,41,Month-to-month,Bank transfer,Yes,DSL,Yes,Yes,No,76.37,3210.05,1,24,2.2,1,1.0,0
CUST_005599,54,Yes,No,30,One year,Bank transfer,Yes,Fiber optic,No,Yes,Yes,90.99,2733.06,1,15,10.8,0,3.0,0
CUST_005600,32,No,No,3,Month-to-month,Credit card,Yes,Fiber optic,No,No,No,46.38,143.65,33,16,15.7,0,3.0,1
CUST_005601,45,No,No,3,Month-to-month,Electronic check,No,Fiber optic,Yes,Yes,No,87.31,272.71,4,16,7.0,1,4.0,0
CUST_005602,35,Yes,No,54,Two year,Bank transfer,Yes,Fiber optic,No,No,No,61.21,3345.34,21,9,2.0,1,4.0,0
CUST_005603,51,No,No,41,One year,Credit card,No,DSL,Yes,Yes,Yes,18.5,737.88,7,12,-0.3,4,2.0,0
CUST_005604,39,No,No,15,One year,Electronic check,No,Fiber optic,Yes,No,No,86.44,1324.84,21,18,-22.6,0,2.0,0
CUST_005605,28,Yes,No,3,Month-to-month,Credit card,Yes,DSL,Yes,No,No,74.37,213.77,2,17,-25.9,2,4.0,0
CUST_005606,74,No,No,54,Two year,Electronic check,Yes,Fiber optic,Yes,Yes,Yes,94.57,5117.33,3,11,-20.5,1,,0
CUST_005607,30,Yes,No,6,Month-to-month,Credit card,Yes,DSL,Yes,No,Yes,82.29,473.35,13,12,-13.3,1,4.0,0
CUST_005608,21,Yes,Yes,1,Month-to-month,Credit card,No,No,No internet service,No internet service,No internet service,89.49,85.35,1,18,-1.5,0,,0
CUST_005609,39,No,No,61,Two year,Credit card,Yes,DSL,No,No,No,117.75,7020.79,6,17,-25.1,0,4.0,0
CUST_005610,24,Yes,No,39,One year,Electronic check,No,No,No internet service,No internet service,No internet service,56.24,2260.53,2,19,8.1,7,3.0,0
CUST_005611,60,Yes,Yes,28,Month-to-month,Electronic check,No,Fiber optic,No,Yes,Yes,84.96,2422.43,4,15,25.3,3,2.0,1
CUST_005612,71,No,No,1,Month-to-month,Electronic check,No,DSL,No,No,No,91.03,87.21,22,14,3.4,0,5.0,0
CUST_005613,41,No,No,18,One year,Credit card,No,DSL,Yes,Yes,No,41.09,729.81,33,11,-27.8,2,2.0,0
CUST_005614,21,No,No,25,One year,Electronic check,Yes,DSL,Yes,Yes,Yes,24.53,629.3,7,14,-26.5,2,,0
CUST_005615,45,No,No,34,Month-to-month,Bank transfer,No,Fiber optic,No,No,No,62.24,,21,11,-62.9,2,2.0,1
CUST_005616,32,Yes,No,15,Two year,Credit card,No,Fiber optic,No,No,No,71.54,1121.21,1,14,8.7,1,3.0,0
CUST_005617,18,No,No,72,Month-to-month,Mailed check,No,No,No internet service,No internet service,No internet service,52.67,3977.2,18,17,45.0,5,4.0,0
CUST_005618,72,No,No,6,Month-to-month,Credit card,No,DSL,Yes,No,No,77.25,441.4,42,8,-7.4,2,2.0,1
CUST_005619,20,Yes,Yes,1,Month-to-month,Bank transfer,No,DSL,No,No,Yes,24.6,24.49,14,24,14.8,0,3.0,0
CUST_005620,31,No,No,9,Two year,Bank transfer,No,DSL,No,No,No,38.01,342.88,17,14,-39.8,2,3.0,0
CUST_005621,55,Yes,No,26,Month-to-month,Bank transfer,No,DSL,Yes,Yes,No,81.68,2214.41,21,8,13.4,5,4.0,1
CUST_005622,67,Yes,Yes,32,One year,Credit card,No,DSL,No,No,Yes,69.5,2200.66,6,25,15.1,2,4.0,0
CUST_005623,74,No,No,32,Month-to-month,Electronic check,Yes,Fiber optic,Yes,No,No,46.81,,2,22,11.6,1,4.0,0
CUST_005624,18,No,No,2,Month-to-month,Mailed check,No,Fiber optic,No,No,No,76.58,151.02,7,11,-19.6,7,4.0,1
CUST_005625,55,Yes,No,51,Two year,Credit card,Yes,Fiber optic,Yes,No,No,85.15,4341.47,1,16,2.0,0,3.0,0
CUST_005626,55,Yes,No,7,Month-to-month,Electronic check,Yes,DSL,No,No,No,73.71,500.22,14,15,-36.8,5,5.0,1
